timestamp,workload_0_10,stress_0_10,hrv_rmssd_ms,pressure_hpa,humidity_pct,temperature_c,migraine_prob_next_hour,hour,dayofweek,is_weekday
2023-05-02 23:00:00,8.01,9.13,17.33,1004.0,47.8,24.7,0.343623,23,1,1
2023-05-03 00:00:00,8.45,8.73,15.12,1003.9,48.5,24.0,0.514965,0,2,1
2023-05-03 01:00:00,8.09,9.72,13.08,1003.3,53.7,23.2,0.349679,1,2,1
2023-05-03 02:00:00,7.57,9.26,12.13,1004.5,53.4,21.6,0.643194,2,2,1
2023-05-03 03:00:00,6.72,7.91,10.87,1003.8,59.5,20.7,0.502146,3,2,1
2023-05-03 04:00:00,6.83,7.91,10.0,1004.0,60.2,18.5,0.514612,4,2,1
2023-05-03 05:00:00,5.59,7.74,10.0,1003.5,59.2,19.0,0.291516,5,2,1
2023-05-03 06:00:00,3.96,7.12,10.0,1003.7,71.8,18.3,0.398753,6,2,1
2023-05-03 07:00:00,2.96,6.69,10.0,1002.1,62.7,17.4,0.21809,7,2,1
2023-05-03 08:00:00,2.45,6.43,10.0,1002.6,70.8,16.2,0.634444,8,2,1
2023-05-03 09:00:00,0.35,3.98,10.0,1002.7,62.8,17.1,0.170036,9,2,1
2023-05-03 10:00:00,0.79,2.91,15.4,1002.4,74.0,18.3,0.043717,10,2,1
2023-05-03 11:00:00,0.02,3.31,16.24,1003.2,67.2,17.1,0.045771,11,2,1
2023-05-03 12:00:00,0.61,2.57,21.09,1001.7,69.1,17.6,0.039901,12,2,1
2023-05-03 13:00:00,1.8,3.03,32.61,999.8,63.0,18.9,0.172737,13,2,1
2023-05-03 14:00:00,2.15,3.89,37.68,999.3,69.0,19.5,0.232598,14,2,1
2023-05-03 15:00:00,2.83,4.28,48.08,999.5,61.9,20.2,0.058889,15,2,1
2023-05-03 16:00:00,2.84,3.92,54.68,999.1,63.7,22.3,0.027428,16,2,1
2023-05-03 17:00:00,2.9,2.23,72.86,999.8,47.2,23.6,0.032648,17,2,1
2023-05-03 18:00:00,2.16,2.02,81.63,999.2,32.7,24.8,0.007192,18,2,1
2023-05-03 19:00:00,3.05,4.31,71.1,999.1,42.9,23.8,0.008207,19,2,1
2023-05-03 20:00:00,3.65,5.09,70.66,1000.1,47.7,24.6,0.013207,20,2,1
2023-05-03 21:00:00,2.76,3.71,74.41,1002.2,44.2,25.2,0.029569,21,2,1
2023-05-03 22:00:00,4.12,5.37,74.73,1002.1,49.1,23.7,0.022139,22,2,1
2023-05-03 23:00:00,6.23,6.51,61.39,1001.1,49.9,22.5,0.025869,23,2,1
2023-05-04 00:00:00,7.02,6.8,48.92,1000.8,47.9,21.0,0.197225,0,3,1
2023-05-04 01:00:00,8.15,8.83,39.7,1000.2,50.8,18.9,0.111001,1,3,1
2023-05-04 02:00:00,7.77,10.0,29.23,1001.0,58.6,17.6,0.413234,2,3,1
2023-05-04 03:00:00,6.64,8.32,23.33,1001.1,58.4,16.7,0.464173,3,3,1
2023-05-04 04:00:00,6.33,7.43,25.74,1002.2,57.2,16.1,0.242534,4,3,1
2023-05-04 05:00:00,5.51,6.48,27.93,1002.0,53.5,15.1,0.232925,5,3,1
2023-05-04 06:00:00,3.99,5.62,26.18,1002.4,62.9,15.0,0.123801,6,3,1
2023-05-04 07:00:00,4.27,5.54,25.97,1001.5,70.8,14.9,0.088581,7,3,1
2023-05-04 08:00:00,3.71,4.48,32.46,1001.2,74.1,13.8,0.254459,8,3,1
2023-05-04 09:00:00,2.5,4.67,34.8,1000.3,72.5,13.5,0.079521,9,3,1
2023-05-04 10:00:00,2.15,2.6,44.38,999.2,63.5,12.7,0.147515,10,3,1
2023-05-04 11:00:00,1.63,2.55,50.86,1000.5,66.2,13.2,0.058063,11,3,1
2023-05-04 12:00:00,1.91,1.9,67.08,999.9,67.3,14.9,0.01822,12,3,1
2023-05-04 13:00:00,3.08,4.28,71.29,999.4,63.3,16.2,0.014652,13,3,1
2023-05-04 14:00:00,2.49,3.65,83.15,999.8,67.3,17.3,0.030483,14,3,1
2023-05-04 15:00:00,1.75,3.33,80.68,1000.1,50.0,19.1,0.011091,15,3,1
2023-05-04 16:00:00,3.39,3.99,85.87,1000.8,63.6,19.7,0.00737,16,3,1
2023-05-04 17:00:00,5.82,5.34,74.63,1001.7,54.1,19.9,0.014579,17,3,1
2023-05-04 18:00:00,5.68,6.18,64.54,1001.4,52.9,19.5,0.037429,18,3,1
2023-05-04 19:00:00,5.48,5.69,55.14,999.6,51.8,20.1,0.071205,19,3,1
2023-05-04 20:00:00,5.19,4.97,53.87,999.2,51.4,21.8,0.359082,20,3,1
2023-05-04 21:00:00,5.97,6.74,54.07,1000.7,50.9,21.8,0.05659,21,3,1
2023-05-04 22:00:00,6.72,7.01,43.48,1001.4,54.6,23.0,0.116456,22,3,1
2023-05-04 23:00:00,7.02,8.01,41.12,1001.8,49.7,20.2,0.139864,23,3,1
2023-05-05 00:00:00,8.05,10.0,32.67,1001.8,50.9,19.7,0.169967,0,4,1
2023-05-05 01:00:00,7.45,8.39,20.64,1001.7,56.7,18.2,0.359566,1,4,1
2023-05-05 02:00:00,6.92,6.83,21.56,1000.9,55.4,16.7,0.277604,2,4,1
2023-05-05 03:00:00,5.74,6.47,21.13,1001.0,65.2,14.2,0.358156,3,4,1
2023-05-05 04:00:00,6.62,7.28,23.12,999.7,54.6,13.5,0.134072,4,4,1
2023-05-05 05:00:00,6.91,8.63,20.58,1000.3,59.8,12.7,0.554922,5,4,1
2023-05-05 06:00:00,7.14,8.5,17.97,999.9,67.8,12.7,0.326596,6,4,1
2023-05-05 07:00:00,5.46,6.99,18.89,1000.7,65.2,11.8,0.421013,7,4,1
2023-05-05 08:00:00,5.66,7.15,18.33,1002.5,72.0,12.8,0.204852,8,4,1
2023-05-05 09:00:00,4.93,6.13,20.26,1003.1,71.4,13.0,0.330663,9,4,1
2023-05-05 10:00:00,4.64,5.57,24.03,1005.1,81.8,13.0,0.147226,10,4,1
2023-05-05 11:00:00,4.34,5.78,27.0,1004.7,67.4,14.3,0.208946,11,4,1
2023-05-05 12:00:00,3.47,6.03,34.47,1005.2,62.6,15.6,0.152474,12,4,1
2023-05-05 13:00:00,3.01,5.95,28.45,1004.6,71.0,17.2,0.086628,13,4,1
2023-05-05 14:00:00,1.71,3.59,31.91,1004.9,61.9,19.2,0.179425,14,4,1
2023-05-05 15:00:00,1.61,4.06,39.9,1005.2,58.1,19.5,0.028472,15,4,1
2023-05-05 16:00:00,2.0,4.53,44.25,1005.1,52.5,19.7,0.027986,16,4,1
2023-05-05 17:00:00,1.81,4.41,61.1,1006.1,57.1,20.1,0.03181,17,4,1
2023-05-05 18:00:00,2.85,5.03,50.75,1006.9,55.6,22.2,0.026693,18,4,1
2023-05-05 19:00:00,4.83,6.68,39.4,1008.9,32.9,22.0,0.042739,19,4,1
2023-05-05 20:00:00,5.22,6.49,33.85,1008.8,41.2,24.2,0.137776,20,4,1
2023-05-05 21:00:00,5.24,6.63,29.34,1008.1,49.6,24.8,0.093497,21,4,1
2023-05-05 22:00:00,5.35,7.21,23.1,1008.1,43.5,24.5,0.243569,22,4,1
2023-05-05 23:00:00,6.22,7.48,19.97,1007.3,49.0,25.2,0.147795,23,4,1
2023-05-06 00:00:00,5.16,5.05,21.33,1006.6,51.0,23.8,0.392152,0,5,0
2023-05-06 01:00:00,5.29,6.56,18.54,1008.2,59.8,23.7,0.168804,1,5,0
2023-05-06 02:00:00,5.22,5.97,14.46,1008.2,57.0,21.0,0.243481,2,5,0
2023-05-06 03:00:00,4.02,5.16,16.7,1007.2,49.3,18.5,0.117086,3,5,0
2023-05-06 04:00:00,4.15,4.27,21.44,1006.3,57.3,17.4,0.258226,4,5,0
2023-05-06 05:00:00,4.38,4.97,21.82,1004.9,72.3,17.5,0.154106,5,5,0
2023-05-06 06:00:00,3.66,4.49,25.24,1005.5,66.7,16.5,0.375445,6,5,0
2023-05-06 07:00:00,3.27,4.22,29.52,1005.8,63.3,15.9,0.0637,7,5,0
2023-05-06 08:00:00,2.37,2.79,33.9,1006.2,75.9,13.8,0.043794,8,5,0
2023-05-06 09:00:00,2.69,3.17,36.7,1006.5,73.3,14.7,0.024795,9,5,0
2023-05-06 10:00:00,3.44,4.15,41.02,1006.0,70.8,14.3,0.026811,10,5,0
2023-05-06 11:00:00,3.34,4.78,43.01,1006.9,61.8,15.9,0.062755,11,5,0
2023-05-06 12:00:00,3.41,4.7,37.2,1006.6,73.2,16.4,0.050171,12,5,0
2023-05-06 13:00:00,3.18,4.75,31.74,1007.1,68.2,17.7,0.066574,13,5,0
2023-05-06 14:00:00,2.52,2.81,37.14,1007.5,63.3,17.8,0.059332,14,5,0
2023-05-06 15:00:00,1.97,2.18,51.62,1006.7,56.8,19.4,0.020688,15,5,0
2023-05-06 16:00:00,1.9,1.98,68.65,1006.4,47.9,20.5,0.029961,16,5,0
2023-05-06 17:00:00,2.37,3.36,88.18,1007.1,57.2,22.3,0.006879,17,5,0
2023-05-06 18:00:00,2.77,3.94,70.28,1008.6,50.0,23.3,0.009126,18,5,0
2023-05-06 19:00:00,4.0,4.87,68.04,1006.7,44.6,25.2,0.0222,19,5,0
2023-05-06 20:00:00,4.89,6.06,68.67,1005.7,48.6,25.0,0.247993,20,5,0
2023-05-06 21:00:00,6.27,7.3,63.21,1005.6,45.9,24.2,0.138722,21,5,0
2023-05-06 22:00:00,6.88,7.71,44.06,1006.2,43.4,24.8,0.080558,22,5,0
2023-05-06 23:00:00,6.56,7.52,35.75,1005.5,47.0,25.1,0.151447,23,5,0
2023-05-07 00:00:00,6.51,6.92,23.87,1003.5,46.6,25.3,0.323077,0,6,0
2023-05-07 01:00:00,5.02,5.62,19.89,1002.6,50.6,25.0,0.731102,1,6,0
2023-05-07 02:00:00,6.28,8.13,20.14,1002.3,51.7,22.4,0.267505,2,6,0
2023-05-07 03:00:00,5.46,6.2,21.55,1002.2,53.6,21.1,0.329929,3,6,0
2023-05-07 04:00:00,4.78,6.79,21.61,1004.4,63.7,20.1,0.116092,4,6,0
2023-05-07 05:00:00,5.88,8.71,19.49,1005.8,66.4,19.7,0.295074,5,6,0
2023-05-07 06:00:00,4.4,6.73,19.14,1005.3,65.9,18.2,0.441339,6,6,0
2023-05-07 07:00:00,3.43,5.15,20.06,1003.8,69.7,16.4,0.283314,7,6,0
2023-05-07 08:00:00,2.99,5.06,19.74,1004.5,78.4,15.7,0.399474,8,6,0
2023-05-07 09:00:00,2.17,4.37,25.69,1004.5,70.5,15.5,0.101071,9,6,0
2023-05-07 10:00:00,2.01,4.3,25.85,1007.2,62.7,16.2,0.045939,10,6,0
2023-05-07 11:00:00,2.02,4.59,30.75,1007.6,75.9,16.7,0.108411,11,6,0
2023-05-07 12:00:00,2.39,4.75,32.42,1008.3,64.5,16.6,0.055689,12,6,0
2023-05-07 13:00:00,2.19,3.69,34.35,1008.0,60.8,18.1,0.056375,13,6,0
2023-05-07 14:00:00,2.76,4.74,35.92,1008.9,52.2,19.7,0.036371,14,6,0
2023-05-07 15:00:00,2.53,4.26,42.58,1008.6,60.9,19.2,0.0489,15,6,0
2023-05-07 16:00:00,3.19,4.01,42.1,1007.3,59.2,20.3,0.043017,16,6,0
2023-05-07 17:00:00,4.32,5.21,35.54,1007.3,57.5,21.5,0.156361,17,6,0
2023-05-07 18:00:00,3.06,3.74,36.62,1008.1,53.9,23.1,0.054677,18,6,0
2023-05-07 19:00:00,3.27,4.94,32.98,1006.9,43.1,22.7,0.034872,19,6,0
2023-05-07 20:00:00,3.82,4.74,31.18,1006.8,57.0,22.4,0.186769,20,6,0
2023-05-07 21:00:00,2.68,3.32,28.69,1007.3,43.0,23.7,0.052965,21,6,0
2023-05-07 22:00:00,0.79,1.03,38.84,1005.9,42.6,25.2,0.025267,22,6,0
2023-05-07 23:00:00,1.83,3.5,43.01,1006.4,55.0,23.8,0.041802,23,6,0
2023-05-08 00:00:00,4.85,5.13,42.17,1006.1,56.0,22.8,0.021997,0,0,1
2023-05-08 01:00:00,6.03,7.0,31.21,1005.7,58.8,21.1,0.069607,1,0,1
2023-05-08 02:00:00,6.21,7.27,33.51,1005.9,49.8,20.1,0.201918,2,0,1
2023-05-08 03:00:00,6.14,5.93,29.02,1006.2,58.4,19.5,0.130646,3,0,1
2023-05-08 04:00:00,5.6,6.04,32.91,1007.0,58.1,19.0,0.102031,4,0,1
2023-05-08 05:00:00,5.28,6.11,35.32,1007.4,64.7,16.6,0.112163,5,0,1
2023-05-08 06:00:00,4.01,4.33,38.5,1007.0,61.9,16.1,0.10278,6,0,1
2023-05-08 07:00:00,3.08,2.59,53.14,1006.0,67.2,15.1,0.067582,7,0,1
2023-05-08 08:00:00,3.21,3.29,57.63,1006.3,68.7,14.1,0.051156,8,0,1
2023-05-08 09:00:00,2.43,1.46,77.04,1005.7,75.4,13.5,0.017589,9,0,1
2023-05-08 10:00:00,2.36,2.0,66.91,1006.3,66.7,14.8,0.012375,10,0,1
2023-05-08 11:00:00,1.95,1.41,79.24,1007.0,67.7,13.4,0.00857,11,0,1
2023-05-08 12:00:00,1.44,0.46,105.6,1007.3,65.8,14.5,0.004982,12,0,1
2023-05-08 13:00:00,0.66,1.48,120.0,1006.2,57.0,16.0,0.001549,13,0,1
2023-05-08 14:00:00,1.62,2.64,120.0,1007.1,62.3,15.5,0.006274,14,0,1
2023-05-08 15:00:00,1.33,2.82,120.0,1007.8,56.9,17.1,0.003429,15,0,1
2023-05-08 16:00:00,2.25,3.92,120.0,1008.1,58.9,17.6,0.003026,16,0,1
2023-05-08 17:00:00,1.72,3.46,120.0,1008.3,63.3,19.1,0.004729,17,0,1
2023-05-08 18:00:00,2.92,4.11,120.0,1008.3,55.8,19.4,0.003847,18,0,1
2023-05-08 19:00:00,4.19,5.58,120.0,1008.4,47.4,19.8,0.004709,19,0,1
2023-05-08 20:00:00,4.57,5.0,120.0,1008.5,44.7,20.7,0.008473,20,0,1
2023-05-08 21:00:00,4.18,5.57,120.0,1008.4,49.6,20.6,0.006772,21,0,1
2023-05-08 22:00:00,5.02,6.38,120.0,1007.5,45.1,20.1,0.009304,22,0,1
2023-05-08 23:00:00,5.88,6.45,120.0,1007.0,49.3,19.6,0.041715,23,0,1
2023-05-09 00:00:00,6.01,7.69,97.18,1007.1,46.7,18.5,0.030864,0,1,1
2023-05-09 01:00:00,5.85,6.69,92.26,1006.1,57.3,18.3,0.038765,1,1,1
2023-05-09 02:00:00,6.79,7.7,72.5,1006.2,50.8,18.0,0.123881,2,1,1
2023-05-09 03:00:00,6.56,7.68,49.82,1006.9,53.9,16.0,0.07115,3,1,1
2023-05-09 04:00:00,5.9,7.36,43.48,1007.0,55.9,14.6,0.140471,4,1,1
2023-05-09 05:00:00,6.12,7.69,39.05,1005.8,69.5,13.5,0.108434,5,1,1
2023-05-09 06:00:00,5.43,6.18,32.33,1005.8,65.2,12.9,0.526256,6,1,1
2023-05-09 07:00:00,4.14,5.1,29.59,1005.6,73.6,11.4,0.091783,7,1,1
2023-05-09 08:00:00,4.18,4.8,28.1,1004.7,66.1,10.6,0.086507,8,1,1
2023-05-09 09:00:00,3.17,2.94,30.44,1005.4,78.0,9.1,0.169959,9,1,1
2023-05-09 10:00:00,3.32,3.84,30.23,1004.3,72.3,9.6,0.033894,10,1,1
2023-05-09 11:00:00,2.23,2.88,31.24,1004.1,70.6,11.0,0.152122,11,1,1
2023-05-09 12:00:00,2.21,2.43,39.11,1003.3,61.4,12.1,0.027185,12,1,1
2023-05-09 13:00:00,3.06,3.21,37.58,1003.3,77.3,13.9,0.039426,13,1,1
2023-05-09 14:00:00,3.36,4.3,40.24,1004.1,66.7,15.1,0.028708,14,1,1
2023-05-09 15:00:00,3.86,4.68,36.74,1004.1,49.8,16.7,0.046694,15,1,1
2023-05-09 16:00:00,4.46,5.01,39.23,1004.0,60.3,17.8,0.037912,16,1,1
2023-05-09 17:00:00,5.52,6.14,32.39,1006.0,58.3,18.6,0.047724,17,1,1
2023-05-09 18:00:00,6.0,5.41,34.82,1004.7,50.6,19.8,0.17676,18,1,1
2023-05-09 19:00:00,6.86,6.82,30.32,1004.6,46.4,21.4,0.297375,19,1,1
2023-05-09 20:00:00,7.17,6.95,31.44,1003.6,36.8,23.1,0.124068,20,1,1
2023-05-09 21:00:00,9.2,9.52,22.89,1003.5,50.5,23.6,0.346503,21,1,1
2023-05-09 22:00:00,8.72,9.57,18.28,1003.1,43.0,22.9,0.436062,22,1,1
2023-05-09 23:00:00,9.6,9.55,17.2,1003.9,49.7,21.3,0.512368,23,1,1
2023-05-10 00:00:00,8.82,8.12,19.22,1003.4,41.9,20.2,0.503227,0,2,1
2023-05-10 01:00:00,9.2,7.37,20.44,1004.3,51.6,18.9,0.39722,1,2,1
2023-05-10 02:00:00,9.95,9.08,18.01,1003.8,46.9,18.4,0.268677,2,2,1
2023-05-10 03:00:00,8.47,7.85,19.0,1003.7,57.0,15.8,0.53766,3,2,1
2023-05-10 04:00:00,9.25,8.81,15.8,1004.4,64.4,15.3,0.261501,4,2,1
2023-05-10 05:00:00,7.54,7.46,15.42,1003.4,68.6,14.6,0.45212,5,2,1
2023-05-10 06:00:00,6.0,5.31,19.36,1002.7,58.3,12.6,0.59326,6,2,1
2023-05-10 07:00:00,5.44,6.0,17.98,1002.7,63.7,13.3,0.210418,7,2,1
2023-05-10 08:00:00,3.72,4.24,22.67,1001.9,62.4,12.2,0.115641,8,2,1
2023-05-10 09:00:00,3.84,4.47,25.03,1003.1,66.8,11.7,0.140557,9,2,1
2023-05-10 10:00:00,3.55,4.95,29.63,1004.0,72.0,12.7,0.078867,10,2,1
2023-05-10 11:00:00,0.81,1.38,36.74,1004.1,62.7,13.3,0.08101,11,2,1
2023-05-10 12:00:00,0.0,2.29,49.74,1003.6,69.6,12.9,0.008294,12,2,1
2023-05-10 13:00:00,0.0,1.78,62.11,1003.8,62.8,14.5,0.01777,13,2,1
2023-05-10 14:00:00,0.14,2.68,70.29,1003.7,62.7,14.0,0.005487,14,2,1
2023-05-10 15:00:00,0.0,0.99,92.76,1003.8,53.4,13.9,0.006897,15,2,1
2023-05-10 16:00:00,0.15,2.86,120.0,1004.8,55.8,16.8,0.001678,16,2,1
2023-05-10 17:00:00,1.66,3.16,120.0,1003.0,57.1,19.2,0.003209,17,2,1
2023-05-10 18:00:00,1.86,2.8,120.0,1001.8,49.3,20.0,0.043087,18,2,1
2023-05-10 19:00:00,3.22,3.82,120.0,1001.4,42.0,20.7,0.012518,19,2,1
2023-05-10 20:00:00,3.17,3.66,120.0,999.5,46.7,21.4,0.005908,20,2,1
2023-05-10 21:00:00,5.07,4.07,120.0,999.7,46.7,21.4,0.056991,21,2,1
2023-05-10 22:00:00,7.01,5.74,120.0,1000.7,50.6,23.7,0.005272,22,2,1
2023-05-10 23:00:00,6.59,7.18,83.54,1001.5,50.5,21.1,0.018267,23,2,1
2023-05-11 00:00:00,5.16,5.38,73.71,1002.0,46.0,19.5,0.061097,0,3,1
2023-05-11 01:00:00,4.33,4.02,76.84,1003.2,60.3,16.7,0.027581,1,3,1
2023-05-11 02:00:00,5.52,4.35,80.1,1004.0,50.1,15.7,0.021193,2,3,1
2023-05-11 03:00:00,5.11,3.67,65.78,1003.5,50.4,16.2,0.018759,3,3,1
2023-05-11 04:00:00,5.82,3.56,67.06,1002.9,56.5,15.2,0.027351,4,3,1
2023-05-11 05:00:00,4.32,4.27,70.7,1002.7,59.3,13.6,0.035342,5,3,1
2023-05-11 06:00:00,3.16,1.99,69.95,1003.3,73.6,13.1,0.020798,6,3,1
2023-05-11 07:00:00,2.66,1.9,77.13,1003.8,69.2,13.9,0.009002,7,3,1
2023-05-11 08:00:00,3.06,2.48,67.46,1004.9,70.2,13.5,0.006489,8,3,1
2023-05-11 09:00:00,2.32,2.39,80.45,1003.6,64.2,14.7,0.013811,9,3,1
2023-05-11 10:00:00,1.04,2.05,76.59,1003.9,69.2,13.2,0.035832,10,3,1
2023-05-11 11:00:00,1.06,2.42,80.38,1003.9,68.6,14.2,0.005665,11,3,1
2023-05-11 12:00:00,1.0,2.19,76.29,1003.3,58.3,16.4,0.005484,12,3,1
2023-05-11 13:00:00,1.44,2.19,83.78,1002.4,67.8,18.0,0.011578,13,3,1
2023-05-11 14:00:00,1.46,2.85,93.38,1002.4,61.8,19.9,0.019832,14,3,1
2023-05-11 15:00:00,1.35,2.58,96.61,1004.0,60.4,20.7,0.004975,15,3,1
2023-05-11 16:00:00,1.97,2.89,94.96,1003.4,54.7,22.2,0.007387,16,3,1
2023-05-11 17:00:00,0.75,1.65,117.02,1003.2,48.8,23.3,0.011237,17,3,1
2023-05-11 18:00:00,2.08,3.21,113.74,1002.9,51.1,24.9,0.001659,18,3,1
2023-05-11 19:00:00,4.12,3.34,103.32,1002.5,43.5,25.4,0.005604,19,3,1
2023-05-11 20:00:00,5.45,4.82,91.71,1002.6,50.2,26.0,0.008567,20,3,1
2023-05-11 21:00:00,5.45,4.78,87.94,1002.1,40.7,26.5,0.014868,21,3,1
2023-05-11 22:00:00,4.99,4.71,73.51,1002.4,53.7,27.8,0.026402,22,3,1
2023-05-11 23:00:00,6.81,5.54,71.18,1002.2,57.7,28.4,0.023441,23,3,1
2023-05-12 00:00:00,6.8,5.96,72.54,1004.4,53.4,27.4,0.055353,0,4,1
2023-05-12 01:00:00,6.88,6.46,65.19,1004.5,49.2,25.9,0.096114,1,4,1
2023-05-12 02:00:00,7.1,6.06,56.97,1005.1,47.3,23.7,0.054891,2,4,1
2023-05-12 03:00:00,6.43,5.56,45.34,1006.4,61.3,23.0,0.065258,3,4,1
2023-05-12 04:00:00,6.14,5.06,49.24,1006.3,56.4,22.9,0.103632,4,4,1
2023-05-12 05:00:00,6.82,6.1,47.96,1006.1,70.5,19.1,0.05092,5,4,1
2023-05-12 06:00:00,5.64,4.35,50.22,1006.0,53.0,17.2,0.106902,6,4,1
2023-05-12 07:00:00,6.37,5.38,48.43,1006.5,69.9,16.2,0.033234,7,4,1
2023-05-12 08:00:00,5.67,6.85,46.84,1008.1,65.1,16.8,0.07232,8,4,1
2023-05-12 09:00:00,4.96,5.9,34.7,1007.9,65.9,17.8,0.164921,9,4,1
2023-05-12 10:00:00,4.85,5.43,41.82,1008.2,64.9,17.2,0.101245,10,4,1
2023-05-12 11:00:00,4.78,4.82,43.91,1009.6,60.4,17.1,0.062172,11,4,1
2023-05-12 12:00:00,4.93,5.98,37.98,1009.8,71.9,18.0,0.066871,12,4,1
2023-05-12 13:00:00,4.83,5.54,38.07,1009.5,65.4,18.6,0.091836,13,4,1
2023-05-12 14:00:00,4.02,4.93,40.15,1008.4,52.4,20.2,0.093417,14,4,1
2023-05-12 15:00:00,5.3,6.79,30.89,1007.6,62.2,21.5,0.169017,15,4,1
2023-05-12 16:00:00,5.2,5.94,25.48,1008.0,50.8,23.5,0.318744,16,4,1
2023-05-12 17:00:00,4.8,6.2,22.84,1007.8,51.8,24.9,0.102174,17,4,1
2023-05-12 18:00:00,6.02,6.87,26.59,1008.7,51.6,26.8,0.129503,18,4,1
2023-05-12 19:00:00,7.02,7.73,28.99,1007.5,38.8,27.1,0.17799,19,4,1
2023-05-12 20:00:00,7.45,8.08,21.14,1008.3,45.6,26.6,0.502292,20,4,1
2023-05-12 21:00:00,7.96,8.63,17.97,1008.2,53.4,26.1,0.286284,21,4,1
2023-05-12 22:00:00,8.8,9.14,12.49,1008.1,51.1,26.2,0.33376,22,4,1
2023-05-12 23:00:00,10.0,9.34,10.0,1007.7,48.8,23.5,0.454372,23,4,1
2023-05-13 00:00:00,7.36,7.1,10.0,1009.2,50.1,23.1,0.594408,0,5,0
2023-05-13 01:00:00,6.04,6.51,10.48,1010.6,45.3,21.8,0.321164,1,5,0
2023-05-13 02:00:00,5.36,6.41,11.03,1009.3,55.0,19.5,0.225663,2,5,0
2023-05-13 03:00:00,5.54,5.15,14.18,1009.3,57.9,17.0,0.517058,3,5,0
2023-05-13 04:00:00,5.01,5.15,14.66,1009.7,51.8,16.7,0.085649,4,5,0
2023-05-13 05:00:00,4.09,4.14,18.05,1009.3,56.7,14.1,0.086608,5,5,0
2023-05-13 06:00:00,4.31,5.11,18.87,1008.8,75.6,13.6,0.088589,6,5,0
2023-05-13 07:00:00,4.42,5.86,21.16,1008.9,71.3,11.5,0.150187,7,5,0
2023-05-13 08:00:00,3.71,5.25,24.89,1005.9,60.5,11.0,0.102841,8,5,0
2023-05-13 09:00:00,3.47,5.74,21.06,1005.1,75.4,10.6,0.836193,9,5,0
2023-05-13 10:00:00,2.53,4.46,20.47,1006.8,75.8,9.9,0.2636,10,5,0
2023-05-13 11:00:00,1.77,4.92,22.46,1007.5,69.5,10.6,0.105669,11,5,0
2023-05-13 12:00:00,1.4,4.72,22.51,1005.9,68.9,11.1,0.071519,12,5,0
2023-05-13 13:00:00,0.35,3.18,24.31,1005.2,61.8,10.3,0.353996,13,5,0
2023-05-13 14:00:00,0.89,3.69,26.23,1004.6,66.1,13.3,0.05524,14,5,0
2023-05-13 15:00:00,1.13,3.03,24.41,1005.9,59.7,14.9,0.065381,15,5,0
2023-05-13 16:00:00,1.11,3.86,29.99,1005.8,51.0,15.8,0.035298,16,5,0
2023-05-13 17:00:00,1.67,3.86,27.64,1005.1,57.6,16.3,0.029582,17,5,0
2023-05-13 18:00:00,2.28,4.08,25.32,1005.8,48.4,16.9,0.074894,18,5,0
2023-05-13 19:00:00,2.17,3.9,22.1,1007.3,46.6,17.9,0.03919,19,5,0
2023-05-13 20:00:00,2.26,3.99,26.88,1006.5,42.7,17.7,0.051853,20,5,0
2023-05-13 21:00:00,2.21,3.88,28.98,1008.1,47.5,18.3,0.078705,21,5,0
2023-05-13 22:00:00,3.86,5.42,33.69,1008.7,53.1,18.3,0.048282,22,5,0
2023-05-13 23:00:00,2.84,3.71,36.79,1007.5,52.0,17.4,0.066112,23,5,0
2023-05-14 00:00:00,3.18,4.2,36.09,1007.9,53.5,16.4,0.126633,0,6,0
2023-05-14 01:00:00,4.12,4.26,33.95,1007.5,58.9,15.7,0.034444,1,6,0
2023-05-14 02:00:00,3.3,3.58,38.92,1007.5,57.2,15.0,0.067497,2,6,0
2023-05-14 03:00:00,2.59,3.32,50.08,1008.5,56.6,14.4,0.022154,3,6,0
2023-05-14 04:00:00,1.87,3.23,54.21,1008.6,64.5,13.7,0.020779,4,6,0
2023-05-14 05:00:00,0.48,2.0,72.2,1008.2,66.0,12.7,0.014345,5,6,0
2023-05-14 06:00:00,1.56,3.61,71.5,1007.6,71.9,11.2,0.008936,6,6,0
2023-05-14 07:00:00,1.26,1.94,88.96,1007.8,82.7,10.8,0.02776,7,6,0
2023-05-14 08:00:00,0.25,1.12,104.36,1008.4,71.5,11.2,0.004743,8,6,0
2023-05-14 09:00:00,0.0,0.0,120.0,1008.2,72.8,12.7,0.002288,9,6,0
2023-05-14 10:00:00,0.0,2.06,120.0,1009.1,70.7,13.5,0.001165,10,6,0
2023-05-14 11:00:00,0.0,1.63,120.0,1009.2,69.8,12.7,0.00265,11,6,0
2023-05-14 12:00:00,0.0,1.97,120.0,1009.9,59.1,12.3,0.001543,12,6,0
2023-05-14 13:00:00,0.0,2.07,120.0,1009.0,67.6,12.4,0.001847,13,6,0
2023-05-14 14:00:00,0.0,1.7,120.0,1008.6,59.8,14.1,0.00556,14,6,0
2023-05-14 15:00:00,0.0,2.01,120.0,1007.3,59.1,15.0,0.002525,15,6,0
2023-05-14 16:00:00,0.16,1.27,120.0,1007.8,50.5,15.6,0.009459,16,6,0
2023-05-14 17:00:00,0.12,2.0,120.0,1007.1,56.7,16.5,0.001166,17,6,0
2023-05-14 18:00:00,0.82,2.52,120.0,1007.3,44.6,17.9,0.003823,18,6,0
