timestamp,workload_0_10,stress_0_10,hrv_rmssd_ms,migraine_prob_next_hour
2023-04-02 13:00:00,3.03,3.94,68.23,0.3513
2023-04-02 14:00:00,2.88,3.4,77.36,0.2967
2023-04-02 15:00:00,1.85,2.83,92.41,0.2122
2023-04-02 16:00:00,0.81,1.96,83.29,0.175
2023-04-02 17:00:00,1.12,1.37,89.1,0.1528
2023-04-02 18:00:00,1.67,2.93,93.05,0.2108
2023-04-02 19:00:00,1.01,3.79,93.33,0.2282
2023-04-02 20:00:00,0.73,0.82,115.92,0.1172
2023-04-02 21:00:00,1.56,1.57,120.0,0.1504
2023-04-02 22:00:00,0.53,2.05,114.47,0.1465
2023-04-02 23:00:00,0.02,1.72,120.0,0.1291
2023-04-03 00:00:00,3.82,6.12,91.22,0.4343
2023-04-03 01:00:00,5.01,6.42,91.88,0.4902
2023-04-03 02:00:00,5.64,7.18,74.15,0.6055
2023-04-03 03:00:00,6.51,7.29,58.95,0.6791
2023-04-03 04:00:00,7.48,8.27,53.29,0.7643
2023-04-03 05:00:00,7.56,7.84,43.31,0.769
2023-04-03 06:00:00,6.49,7.41,44.42,0.7199
2023-04-03 07:00:00,7.34,9.02,34.65,0.8242
2023-04-03 08:00:00,7.59,7.87,26.97,0.8026
2023-04-03 09:00:00,7.14,8.49,22.61,0.8228
2023-04-03 10:00:00,5.36,7.13,17.65,0.7318
2023-04-03 11:00:00,4.86,5.62,22.83,0.6352
2023-04-03 12:00:00,2.55,5.1,19.8,0.5365
2023-04-03 13:00:00,2.15,4.85,20.88,0.5057
2023-04-03 14:00:00,0.27,2.2,24.46,0.2908
2023-04-03 15:00:00,0.54,3.72,29.53,0.3633
2023-04-03 16:00:00,2.15,6.04,28.09,0.5534
2023-04-03 17:00:00,2.93,5.97,31.74,0.5654
2023-04-03 18:00:00,5.07,7.66,27.58,0.7308
2023-04-03 19:00:00,5.76,8.11,24.27,0.775
2023-04-03 20:00:00,6.54,8.57,19.22,0.8176
2023-04-03 21:00:00,6.94,9.57,16.31,0.8566
2023-04-03 22:00:00,7.96,10.0,13.51,0.8837
2023-04-03 23:00:00,8.33,10.0,10.0,0.8887
2023-04-04 00:00:00,9.52,10.0,10.0,0.9041
2023-04-04 01:00:00,10.0,10.0,10.0,0.9097
2023-04-04 02:00:00,10.0,10.0,10.0,0.9097
2023-04-04 03:00:00,8.99,10.0,10.0,0.8975
2023-04-04 04:00:00,8.79,10.0,10.0,0.895
2023-04-04 05:00:00,9.05,9.38,10.0,0.8843
2023-04-04 06:00:00,8.51,8.86,10.0,0.8628
2023-04-04 07:00:00,7.6,8.85,10.0,0.847
2023-04-04 08:00:00,7.23,7.96,10.0,0.8106
2023-04-04 09:00:00,7.16,7.4,10.0,0.7882
2023-04-04 10:00:00,3.94,5.92,10.0,0.6288
2023-04-04 11:00:00,4.57,5.7,10.0,0.6373
2023-04-04 12:00:00,4.61,5.46,10.0,0.6259
2023-04-04 13:00:00,4.56,4.54,10.0,0.5734
2023-04-04 14:00:00,3.88,4.63,10.0,0.5549
2023-04-04 15:00:00,4.14,4.84,10.51,0.5761
2023-04-04 16:00:00,4.89,5.01,13.5,0.6107
2023-04-04 17:00:00,4.07,3.84,16.46,0.5165
2023-04-04 18:00:00,5.35,4.44,17.67,0.5941
2023-04-04 19:00:00,6.06,6.76,15.48,0.734
2023-04-04 20:00:00,7.9,7.73,16.37,0.8167
2023-04-04 21:00:00,8.9,9.15,13.95,0.8766
2023-04-04 22:00:00,9.07,9.13,11.18,0.8785
2023-04-04 23:00:00,9.34,9.2,10.0,0.8844
2023-04-05 00:00:00,9.94,10.0,10.0,0.909
2023-04-05 01:00:00,9.9,10.0,10.0,0.9086
2023-04-05 02:00:00,10.0,10.0,10.0,0.9097
2023-04-05 03:00:00,8.86,10.0,10.0,0.8959
2023-04-05 04:00:00,7.25,8.21,10.0,0.8199
2023-04-05 05:00:00,6.2,7.44,10.0,0.767
2023-04-05 06:00:00,4.42,6.88,10.0,0.6932
2023-04-05 07:00:00,3.28,5.81,10.0,0.6012
2023-04-05 08:00:00,3.09,6.47,10.0,0.6311
2023-04-05 09:00:00,1.28,4.36,10.0,0.4499
2023-04-05 10:00:00,0.05,4.45,11.2,0.4135
2023-04-05 11:00:00,0.64,4.88,14.89,0.4573
2023-04-05 12:00:00,0.23,4.93,13.49,0.4465
2023-04-05 13:00:00,0.45,3.13,17.08,0.3539
2023-04-05 14:00:00,0.0,3.48,22.29,0.3522
2023-04-05 15:00:00,0.0,2.78,17.66,0.3223
2023-04-05 16:00:00,0.38,4.04,16.3,0.4012
2023-04-05 17:00:00,2.73,5.36,18.65,0.5571
2023-04-05 18:00:00,3.97,7.3,15.67,0.7006
2023-04-05 19:00:00,3.49,5.53,16.21,0.5928
2023-04-05 20:00:00,4.9,6.71,15.99,0.6994
2023-04-05 21:00:00,6.54,9.1,12.82,0.8352
2023-04-05 22:00:00,7.76,9.33,10.17,0.8634
2023-04-05 23:00:00,7.21,8.93,10.0,0.8422
2023-04-06 00:00:00,7.56,10.0,10.8,0.8778
2023-04-06 01:00:00,9.46,10.0,10.0,0.9034
2023-04-06 02:00:00,8.44,10.0,10.0,0.8903
2023-04-06 03:00:00,8.38,10.0,10.0,0.8894
2023-04-06 04:00:00,7.23,8.04,10.0,0.8134
2023-04-06 05:00:00,5.62,7.1,10.0,0.7376
2023-04-06 06:00:00,4.73,4.58,10.0,0.5811
2023-04-06 07:00:00,4.99,6.18,10.0,0.6756
2023-04-06 08:00:00,5.19,6.22,10.0,0.6835
2023-04-06 09:00:00,3.66,4.95,11.96,0.5656
2023-04-06 10:00:00,2.69,4.53,14.68,0.508
2023-04-06 11:00:00,1.58,3.21,17.38,0.3952
2023-04-06 12:00:00,0.0,2.44,22.4,0.2995
2023-04-06 13:00:00,0.57,3.15,26.45,0.3422
2023-04-06 14:00:00,2.18,4.14,26.98,0.4483
2023-04-06 15:00:00,3.72,4.79,32.35,0.5234
2023-04-06 16:00:00,3.67,4.8,29.71,0.5302
2023-04-06 17:00:00,5.29,6.55,30.05,0.6779
2023-04-06 18:00:00,6.67,7.58,29.08,0.7655
2023-04-06 19:00:00,6.86,6.99,24.57,0.755
2023-04-06 20:00:00,7.4,8.07,23.39,0.8123
2023-04-06 21:00:00,7.64,7.26,21.93,0.7904
2023-04-06 22:00:00,8.33,8.1,19.64,0.8376
2023-04-06 23:00:00,10.0,9.55,14.23,0.9007
2023-04-07 00:00:00,9.37,8.82,10.25,0.8755
2023-04-07 01:00:00,8.35,8.25,10.0,0.8423
2023-04-07 02:00:00,8.95,7.54,10.0,0.8314
2023-04-07 03:00:00,8.59,7.55,10.0,0.8247
2023-04-07 04:00:00,6.51,5.8,11.12,0.7016
2023-04-07 05:00:00,5.23,5.42,10.51,0.6432
2023-04-07 06:00:00,4.09,4.31,13.86,0.5442
2023-04-07 07:00:00,3.13,2.95,18.62,0.4327
2023-04-07 08:00:00,2.95,2.82,24.8,0.406
2023-04-07 09:00:00,3.27,4.19,26.78,0.4893
2023-04-07 10:00:00,2.62,3.32,30.61,0.4061
2023-04-07 11:00:00,2.36,4.23,22.88,0.4709
2023-04-07 12:00:00,1.53,1.55,30.81,0.2806
2023-04-07 13:00:00,2.39,3.7,35.13,0.4074
2023-04-07 14:00:00,3.57,4.39,37.38,0.4804
2023-04-07 15:00:00,3.5,4.62,40.65,0.4818
2023-04-07 16:00:00,3.28,4.03,38.97,0.4453
2023-04-07 17:00:00,5.56,7.04,34.83,0.6983
2023-04-07 18:00:00,6.78,6.96,31.38,0.7369
2023-04-07 19:00:00,6.52,5.77,26.0,0.6858
2023-04-07 20:00:00,5.77,5.56,28.57,0.6454
2023-04-07 21:00:00,6.33,6.39,22.45,0.719
2023-04-07 22:00:00,7.99,7.24,22.48,0.7968
2023-04-07 23:00:00,7.97,7.37,17.7,0.8054
2023-04-08 00:00:00,5.13,6.45,15.03,0.6933
2023-04-08 01:00:00,4.82,6.81,15.2,0.7015
2023-04-08 02:00:00,5.38,5.9,14.05,0.6735
2023-04-08 03:00:00,6.35,7.63,16.75,0.7783
2023-04-08 04:00:00,4.94,6.53,20.06,0.6913
2023-04-08 05:00:00,4.4,5.9,20.95,0.6402
2023-04-08 06:00:00,3.92,6.5,19.39,0.6592
2023-04-08 07:00:00,3.1,6.26,18.34,0.6198
2023-04-08 08:00:00,1.88,3.58,17.69,0.426
2023-04-08 09:00:00,2.42,3.09,24.37,0.4046
2023-04-08 10:00:00,2.35,3.84,28.69,0.4322
2023-04-08 11:00:00,2.77,5.28,28.36,0.53
2023-04-08 12:00:00,3.82,6.39,26.54,0.6324
2023-04-08 13:00:00,3.27,5.34,26.09,0.5578
2023-04-08 14:00:00,3.64,7.35,28.25,0.6725
2023-04-08 15:00:00,3.29,5.67,34.26,0.5535
2023-04-08 16:00:00,3.36,6.14,29.63,0.5957
2023-04-08 17:00:00,3.87,6.41,24.65,0.6405
2023-04-08 18:00:00,4.0,6.41,26.22,0.6403
2023-04-08 19:00:00,3.12,5.33,25.65,0.553
2023-04-08 20:00:00,4.84,5.98,21.35,0.657
2023-04-08 21:00:00,5.25,6.75,20.24,0.7107
2023-04-08 22:00:00,4.56,5.41,17.98,0.6214
2023-04-08 23:00:00,3.1,5.22,20.9,0.5594
2023-04-09 00:00:00,3.56,5.27,20.51,0.579
2023-04-09 01:00:00,4.41,6.6,22.78,0.6722
2023-04-09 02:00:00,5.33,6.24,20.67,0.6872
2023-04-09 03:00:00,6.09,7.45,17.71,0.7648
2023-04-09 04:00:00,5.42,5.81,20.89,0.6674
2023-04-09 05:00:00,5.57,6.39,19.62,0.7033
2023-04-09 06:00:00,3.84,5.38,21.7,0.5914
2023-04-09 07:00:00,3.65,4.11,21.63,0.513
2023-04-09 08:00:00,4.05,4.79,22.83,0.5621
2023-04-09 09:00:00,3.13,6.27,23.23,0.6126
2023-04-09 10:00:00,2.7,5.2,25.71,0.531
2023-04-09 11:00:00,2.58,5.02,29.76,0.5049
2023-04-09 12:00:00,2.56,4.03,30.72,0.4441
2023-04-09 13:00:00,3.69,5.05,34.03,0.5326
2023-04-09 14:00:00,2.7,3.41,42.98,0.3796
2023-04-09 15:00:00,3.89,5.3,39.0,0.5398
2023-04-09 16:00:00,2.95,5.19,54.57,0.456
2023-04-09 17:00:00,2.72,4.02,45.87,0.4061
2023-04-09 18:00:00,2.54,3.8,45.38,0.3896
2023-04-09 19:00:00,3.01,4.08,35.42,0.4491
2023-04-09 20:00:00,3.15,3.19,39.94,0.391
2023-04-09 21:00:00,4.08,5.85,38.67,0.578
2023-04-09 22:00:00,4.5,5.47,40.96,0.5642
2023-04-09 23:00:00,6.58,7.85,30.11,0.7726
2023-04-10 00:00:00,9.79,10.0,26.73,0.9006
2023-04-10 01:00:00,9.48,9.44,18.38,0.8917
2023-04-10 02:00:00,9.53,10.0,13.5,0.9042
2023-04-10 03:00:00,9.53,10.0,10.0,0.9042
2023-04-10 04:00:00,8.68,9.8,10.0,0.8891
2023-04-10 05:00:00,7.01,8.59,10.0,0.8276
2023-04-10 06:00:00,5.64,8.43,10.0,0.7927
2023-04-10 07:00:00,5.09,6.89,10.0,0.7132
2023-04-10 08:00:00,5.04,6.74,10.0,0.7047
2023-04-10 09:00:00,4.65,7.15,10.0,0.713
2023-04-10 10:00:00,3.86,5.93,10.96,0.6269
2023-04-10 11:00:00,3.76,6.28,12.23,0.6427
2023-04-10 12:00:00,2.94,4.83,15.92,0.5339
2023-04-10 13:00:00,2.99,5.1,14.18,0.5516
2023-04-10 14:00:00,4.15,6.0,14.17,0.6401
2023-04-10 15:00:00,5.11,7.26,14.17,0.7309
2023-04-10 16:00:00,6.34,8.62,12.98,0.8153
2023-04-10 17:00:00,6.22,8.8,14.46,0.8187
2023-04-10 18:00:00,6.77,6.89,13.84,0.7585
2023-04-10 19:00:00,6.42,8.63,11.17,0.8172
2023-04-10 20:00:00,7.79,9.48,10.66,0.8681
2023-04-10 21:00:00,7.94,8.93,11.73,0.8556
2023-04-10 22:00:00,7.36,7.96,10.86,0.8136
2023-04-10 23:00:00,7.48,8.43,10.0,0.8317
2023-04-11 00:00:00,8.07,8.49,10.0,0.8446
2023-04-11 01:00:00,6.45,7.8,10.0,0.7872
2023-04-11 02:00:00,5.51,6.73,10.0,0.7177
2023-04-11 03:00:00,6.43,7.83,10.0,0.7882
2023-04-11 04:00:00,6.27,7.17,10.0,0.7575
2023-04-11 05:00:00,5.81,7.46,10.0,0.7583
2023-04-11 06:00:00,3.97,5.51,10.0,0.6078
2023-04-11 07:00:00,4.8,6.11,10.0,0.6661
2023-04-11 08:00:00,4.95,6.63,10.0,0.6966
2023-04-11 09:00:00,4.75,5.31,10.17,0.622
2023-04-11 10:00:00,3.12,5.53,10.0,0.5801
2023-04-11 11:00:00,3.13,5.0,13.35,0.5506
2023-04-11 12:00:00,3.71,6.08,14.65,0.6302
2023-04-11 13:00:00,3.17,4.47,15.67,0.5213
2023-04-11 14:00:00,2.97,5.62,14.18,0.5799
2023-04-11 15:00:00,2.83,5.66,14.36,0.5779
2023-04-11 16:00:00,3.79,6.45,17.81,0.6519
2023-04-11 17:00:00,4.15,5.42,19.74,0.6087
2023-04-11 18:00:00,4.59,5.89,16.79,0.6482
2023-04-11 19:00:00,4.21,4.52,17.08,0.5602
2023-04-11 20:00:00,3.85,4.59,20.84,0.5495
2023-04-11 21:00:00,5.68,5.65,22.56,0.663
2023-04-11 22:00:00,7.75,7.86,22.95,0.8131
2023-04-11 23:00:00,8.89,8.1,23.83,0.842
2023-04-12 00:00:00,10.0,10.0,22.39,0.9074
2023-04-12 01:00:00,9.59,10.0,17.76,0.9049
2023-04-12 02:00:00,9.27,9.4,15.27,0.8881
2023-04-12 03:00:00,9.13,9.82,10.0,0.8955
2023-04-12 04:00:00,8.36,9.0,10.0,0.8643
2023-04-12 05:00:00,8.95,8.77,10.0,0.8677
2023-04-12 06:00:00,6.86,7.7,10.0,0.793
2023-04-12 07:00:00,5.53,6.71,10.0,0.7172
2023-04-12 08:00:00,4.46,5.81,10.0,0.6397
2023-04-12 09:00:00,3.2,4.22,10.58,0.5078
2023-04-12 10:00:00,3.36,4.16,12.96,0.5099
2023-04-12 11:00:00,1.28,2.93,13.86,0.3697
2023-04-12 12:00:00,2.12,3.63,17.13,0.437
2023-04-12 13:00:00,2.8,3.08,24.26,0.4167
2023-04-12 14:00:00,3.1,4.37,24.37,0.5008
2023-04-12 15:00:00,4.43,4.93,30.2,0.5619
2023-04-12 16:00:00,6.55,6.81,30.39,0.7259
2023-04-12 17:00:00,6.83,6.91,31.1,0.7368
2023-04-12 18:00:00,7.7,7.93,26.13,0.8088
2023-04-12 19:00:00,8.34,9.23,19.96,0.8701
2023-04-12 20:00:00,9.1,9.91,18.42,0.897
2023-04-12 21:00:00,8.99,9.73,15.19,0.8917
2023-04-12 22:00:00,8.73,10.0,11.74,0.8942
2023-04-12 23:00:00,9.52,10.0,10.0,0.9041
2023-04-13 00:00:00,9.19,9.85,10.0,0.8969
2023-04-13 01:00:00,9.92,9.6,10.0,0.9007
2023-04-13 02:00:00,10.0,10.0,10.0,0.9097
2023-04-13 03:00:00,9.3,8.55,10.0,0.8675
2023-04-13 04:00:00,8.94,8.91,10.0,0.8711
2023-04-13 05:00:00,8.18,8.54,10.0,0.8481
2023-04-13 06:00:00,7.17,7.43,10.0,0.7898
2023-04-13 07:00:00,7.17,7.45,10.0,0.7906
2023-04-13 08:00:00,6.18,6.89,10.0,0.7432
2023-04-13 09:00:00,5.43,6.28,10.0,0.6935
2023-04-13 10:00:00,3.04,3.83,13.34,0.4802
2023-04-13 11:00:00,3.1,5.07,14.42,0.5536
2023-04-13 12:00:00,1.62,2.7,20.03,0.3687
2023-04-13 13:00:00,1.36,2.01,22.73,0.3176
2023-04-13 14:00:00,2.93,3.71,27.31,0.448
2023-04-13 15:00:00,4.61,4.71,27.36,0.5638
2023-04-13 16:00:00,4.53,3.37,31.73,0.4711
2023-04-13 17:00:00,3.98,4.62,31.34,0.5254
2023-04-13 18:00:00,5.03,5.97,32.38,0.6337
2023-04-13 19:00:00,5.45,6.48,31.29,0.6759
2023-04-13 20:00:00,6.51,6.33,33.24,0.6955
2023-04-13 21:00:00,6.13,6.79,34.97,0.7026
2023-04-13 22:00:00,7.78,7.7,32.53,0.7903
2023-04-13 23:00:00,9.48,8.76,25.25,0.8688
2023-04-14 00:00:00,8.42,8.3,19.24,0.8453
2023-04-14 01:00:00,7.91,6.48,21.09,0.7677
2023-04-14 02:00:00,7.35,7.04,18.1,0.7788
2023-04-14 03:00:00,7.8,8.26,15.56,0.8324
2023-04-14 04:00:00,5.81,5.3,17.15,0.6554
2023-04-14 05:00:00,5.63,6.89,17.38,0.7285
2023-04-14 06:00:00,4.94,4.6,18.23,0.5896
2023-04-14 07:00:00,3.74,4.14,18.2,0.5223
2023-04-14 08:00:00,3.8,5.51,17.32,0.6017
2023-04-14 09:00:00,1.67,2.97,19.94,0.3849
2023-04-14 10:00:00,0.31,1.26,25.42,0.2471
2023-04-14 11:00:00,0.0,1.42,34.89,0.2263
2023-04-14 12:00:00,0.44,0.36,42.6,0.1821
2023-04-14 13:00:00,0.39,1.2,59.93,0.18
2023-04-14 14:00:00,0.16,0.74,67.32,0.1494
2023-04-14 15:00:00,1.22,1.93,65.31,0.2153
2023-04-14 16:00:00,1.58,2.05,69.14,0.2205
2023-04-14 17:00:00,1.96,2.58,74.61,0.2407
2023-04-14 18:00:00,2.76,2.14,88.96,0.2135
2023-04-14 19:00:00,4.12,4.63,91.43,0.3609
2023-04-14 20:00:00,7.27,6.61,73.88,0.6288
2023-04-14 21:00:00,6.99,6.39,66.93,0.6262
2023-04-14 22:00:00,7.85,7.57,63.1,0.7216
2023-04-14 23:00:00,8.18,8.59,42.13,0.814
2023-04-15 00:00:00,5.33,6.78,53.2,0.6307
2023-04-15 01:00:00,6.63,7.99,40.1,0.759
2023-04-15 02:00:00,7.05,7.81,31.98,0.7785
2023-04-15 03:00:00,7.22,8.21,28.86,0.8037
2023-04-15 04:00:00,6.35,8.12,27.27,0.7834
2023-04-15 05:00:00,5.19,5.97,28.67,0.6485
2023-04-15 06:00:00,5.02,5.45,29.4,0.6132
2023-04-15 07:00:00,4.33,5.66,29.28,0.6021
2023-04-15 08:00:00,3.46,3.92,31.31,0.467
2023-04-15 09:00:00,3.68,5.58,26.53,0.5838
2023-04-15 10:00:00,2.37,5.64,28.33,0.5372
2023-04-15 11:00:00,1.66,4.45,32.31,0.4328
2023-04-15 12:00:00,2.33,5.09,39.26,0.4722
2023-04-15 13:00:00,2.27,5.64,39.46,0.5016
2023-04-15 14:00:00,2.92,6.55,36.41,0.5847
2023-04-15 15:00:00,2.36,5.2,36.42,0.4884
2023-04-15 16:00:00,3.24,5.7,25.97,0.5771
2023-04-15 17:00:00,2.97,6.77,24.81,0.6305
2023-04-15 18:00:00,4.49,6.61,23.95,0.6718
2023-04-15 19:00:00,5.41,8.4,24.35,0.7779
2023-04-15 20:00:00,5.99,6.7,22.67,0.7236
2023-04-15 21:00:00,7.37,9.59,19.27,0.8643
2023-04-15 22:00:00,7.61,10.0,19.4,0.8785
2023-04-15 23:00:00,6.99,8.43,18.56,0.8219
2023-04-16 00:00:00,8.17,8.67,14.62,0.8518
2023-04-16 01:00:00,8.12,9.05,11.11,0.8619
2023-04-16 02:00:00,8.69,9.67,10.0,0.8862
2023-04-16 03:00:00,8.22,8.46,10.0,0.8466
2023-04-16 04:00:00,8.51,8.68,10.0,0.8579
2023-04-16 05:00:00,7.03,7.19,10.0,0.7773
2023-04-16 06:00:00,5.36,5.19,12.47,0.6352
2023-04-16 07:00:00,3.74,4.27,15.9,0.5297
2023-04-16 08:00:00,4.04,4.43,14.16,0.5492
2023-04-16 09:00:00,2.09,3.11,20.71,0.4049
2023-04-16 10:00:00,0.57,1.73,21.64,0.2838
2023-04-16 11:00:00,0.0,0.31,32.04,0.1893
2023-04-16 12:00:00,0.15,1.6,40.17,0.2262
2023-04-16 13:00:00,0.85,1.69,54.07,0.2191
2023-04-16 14:00:00,0.55,0.71,77.13,0.1412
2023-04-16 15:00:00,1.67,1.72,82.41,0.1857
2023-04-16 16:00:00,2.37,2.18,75.48,0.2323
2023-04-16 17:00:00,3.78,1.93,84.81,0.2378
2023-04-16 18:00:00,4.87,4.61,92.28,0.3817
2023-04-16 19:00:00,4.56,3.69,88.15,0.3347
2023-04-16 20:00:00,5.08,5.52,82.26,0.4685
2023-04-16 21:00:00,5.25,4.64,61.43,0.4839
2023-04-16 22:00:00,5.91,5.98,55.01,0.6012
2023-04-16 23:00:00,6.23,6.52,60.7,0.626
2023-04-17 00:00:00,9.27,9.91,39.83,0.8764
2023-04-17 01:00:00,9.86,8.79,25.4,0.8754
2023-04-17 02:00:00,9.65,9.4,20.57,0.8924
2023-04-17 03:00:00,9.81,10.0,15.99,0.9075
2023-04-17 04:00:00,9.16,8.71,14.89,0.8693
2023-04-17 05:00:00,8.23,6.66,17.88,0.7846
2023-04-17 06:00:00,8.12,7.38,18.39,0.8091
2023-04-17 07:00:00,7.88,6.2,18.95,0.7573
2023-04-17 08:00:00,7.79,6.49,19.69,0.7671
2023-04-17 09:00:00,7.17,8.26,21.54,0.8172
2023-04-17 10:00:00,5.96,6.36,27.89,0.6936
2023-04-17 11:00:00,5.3,3.91,24.13,0.5512
2023-04-17 12:00:00,4.82,4.48,29.19,0.5525
2023-04-17 13:00:00,3.04,3.15,29.2,0.415
2023-04-17 14:00:00,2.22,2.84,34.87,0.3558
2023-04-17 15:00:00,3.85,4.26,34.93,0.4898
2023-04-17 16:00:00,4.2,5.04,30.29,0.5598
2023-04-17 17:00:00,2.47,3.75,31.22,0.4238
2023-04-17 18:00:00,3.39,4.93,34.72,0.5134
2023-04-17 19:00:00,4.55,6.96,31.47,0.6725
2023-04-17 20:00:00,4.54,6.11,27.48,0.6383
2023-04-17 21:00:00,7.4,7.48,22.94,0.7914
2023-04-17 22:00:00,8.91,8.42,20.08,0.8572
2023-04-17 23:00:00,9.9,9.54,13.87,0.8994
2023-04-18 00:00:00,9.83,9.93,12.51,0.9065
2023-04-18 01:00:00,10.0,9.94,10.79,0.9086
2023-04-18 02:00:00,10.0,10.0,10.75,0.9097
2023-04-18 03:00:00,10.0,10.0,10.0,0.9097
2023-04-18 04:00:00,9.05,8.48,10.0,0.8615
2023-04-18 05:00:00,8.42,7.69,10.0,0.8262
2023-04-18 06:00:00,7.64,6.95,10.0,0.7823
2023-04-18 07:00:00,6.95,7.32,10.0,0.7802
2023-04-18 08:00:00,5.18,6.89,10.0,0.7158
2023-04-18 09:00:00,4.64,5.14,10.05,0.6093
2023-04-18 10:00:00,3.98,5.72,10.26,0.6194
2023-04-18 11:00:00,3.65,5.05,10.0,0.571
2023-04-18 12:00:00,3.44,5.87,11.54,0.61
2023-04-18 13:00:00,2.11,3.88,16.15,0.4508
2023-04-18 14:00:00,3.0,4.15,13.64,0.497
2023-04-18 15:00:00,3.88,6.24,13.97,0.6441
2023-04-18 16:00:00,3.19,5.35,14.82,0.5725
2023-04-18 17:00:00,3.8,6.32,15.74,0.6461
2023-04-18 18:00:00,3.92,5.3,14.51,0.5941
2023-04-18 19:00:00,4.49,5.38,14.73,0.6179
2023-04-18 20:00:00,6.26,6.54,14.9,0.7294
2023-04-18 21:00:00,7.45,7.18,15.76,0.7866
2023-04-18 22:00:00,9.62,7.73,12.08,0.8498
2023-04-18 23:00:00,9.9,8.51,10.28,0.8756
2023-04-19 00:00:00,9.07,7.98,10.0,0.8473
2023-04-19 01:00:00,9.19,8.62,10.0,0.8675
2023-04-19 02:00:00,7.07,7.38,10.0,0.7856
2023-04-19 03:00:00,8.42,7.29,10.0,0.8123
2023-04-19 04:00:00,8.12,7.87,10.0,0.826
2023-04-19 05:00:00,7.8,7.3,10.44,0.7993
2023-04-19 06:00:00,7.1,7.43,10.53,0.7884
2023-04-19 07:00:00,5.54,5.77,10.0,0.6716
2023-04-19 08:00:00,4.68,5.43,11.61,0.6264
2023-04-19 09:00:00,3.35,4.29,13.39,0.5174
2023-04-19 10:00:00,2.43,4.3,16.12,0.4858
2023-04-19 11:00:00,2.37,3.82,17.04,0.4561
2023-04-19 12:00:00,1.19,2.53,24.06,0.3353
2023-04-19 13:00:00,2.61,4.33,29.81,0.4657
2023-04-19 14:00:00,1.84,4.88,30.62,0.4686
2023-04-19 15:00:00,2.91,5.03,30.59,0.5142
2023-04-19 16:00:00,2.87,5.19,32.43,0.517
2023-04-19 17:00:00,2.57,5.67,27.94,0.5469
2023-04-19 18:00:00,3.8,5.92,28.85,0.6
2023-04-19 19:00:00,4.83,6.59,28.44,0.6699
2023-04-19 20:00:00,5.51,6.95,29.76,0.7047
2023-04-19 21:00:00,6.27,6.38,23.48,0.7145
2023-04-19 22:00:00,6.48,6.23,25.38,0.7087
2023-04-19 23:00:00,7.44,7.43,22.04,0.7921
2023-04-20 00:00:00,7.42,7.71,19.06,0.8058
2023-04-20 01:00:00,7.65,7.51,16.42,0.8036
2023-04-20 02:00:00,8.52,8.52,16.17,0.8535
2023-04-20 03:00:00,7.11,7.49,16.31,0.7907
2023-04-20 04:00:00,6.28,7.0,17.64,0.7505
2023-04-20 05:00:00,5.28,4.92,18.48,0.6184
2023-04-20 06:00:00,4.13,4.5,19.31,0.556
2023-04-20 07:00:00,2.55,4.11,20.36,0.478
2023-04-20 08:00:00,1.95,3.17,22.51,0.3985
2023-04-20 09:00:00,1.71,2.95,23.81,0.3747
2023-04-20 10:00:00,1.28,4.47,23.93,0.445
2023-04-20 11:00:00,0.0,2.13,27.42,0.2728
2023-04-20 12:00:00,0.44,2.62,31.0,0.3
2023-04-20 13:00:00,1.16,2.87,41.68,0.3073
2023-04-20 14:00:00,1.46,3.67,49.7,0.3365
2023-04-20 15:00:00,1.07,2.72,51.79,0.2739
2023-04-20 16:00:00,1.08,2.12,53.19,0.2442
2023-04-20 17:00:00,3.53,4.95,53.28,0.4657
2023-04-20 18:00:00,5.63,6.02,44.8,0.6218
2023-04-20 19:00:00,6.58,6.41,42.5,0.6783
2023-04-20 20:00:00,6.4,6.95,36.68,0.7139
2023-04-20 21:00:00,8.04,7.51,29.23,0.7953
2023-04-20 22:00:00,8.58,8.88,24.84,0.8579
2023-04-20 23:00:00,10.0,9.03,20.36,0.889
2023-04-21 00:00:00,9.63,9.11,15.55,0.8863
2023-04-21 01:00:00,9.85,10.0,14.32,0.908
2023-04-21 02:00:00,9.31,9.44,12.91,0.8893
2023-04-21 03:00:00,9.4,8.83,12.28,0.8762
2023-04-21 04:00:00,8.15,8.52,13.12,0.8471
2023-04-21 05:00:00,8.11,9.02,10.23,0.8607
2023-04-21 06:00:00,6.84,7.63,11.39,0.7898
2023-04-21 07:00:00,5.2,7.01,11.23,0.7218
2023-04-21 08:00:00,4.85,5.45,11.88,0.633
2023-04-21 09:00:00,4.22,5.52,13.55,0.6166
2023-04-21 10:00:00,1.81,3.69,15.23,0.4299
2023-04-21 11:00:00,1.47,2.73,18.0,0.3653
2023-04-21 12:00:00,1.39,3.07,22.94,0.3733
2023-04-21 13:00:00,1.54,3.77,20.98,0.4226
2023-04-21 14:00:00,3.34,4.62,26.37,0.5179
2023-04-21 15:00:00,2.95,4.6,27.94,0.4982
2023-04-21 16:00:00,3.33,3.72,30.76,0.4526
2023-04-21 17:00:00,2.53,4.48,25.86,0.4832
2023-04-21 18:00:00,2.24,4.97,24.73,0.5044
2023-04-21 19:00:00,2.86,3.92,25.57,0.4632
2023-04-21 20:00:00,3.86,4.57,26.67,0.5319
2023-04-21 21:00:00,4.71,5.55,27.1,0.6149
2023-04-21 22:00:00,6.11,7.61,24.45,0.7626
